date,symbol,day_flow_usd,sum21_usd,cumulative_usd
2024-06-20,FBTC,11114208,276063879,1969209992
2024-06-21,FBTC,13371193,278934519,1982581185
2024-06-24,FBTC,17513575,283562370,2000094760
2024-06-25,FBTC,15614213,288449886,2015708973
2024-06-26,FBTC,6233796,282720604,2021942769
2024-06-27,FBTC,7513851,272496666,2029456620
2024-06-28,FBTC,19689680,283902938,2049146300
2024-07-01,FBTC,14699411,280560210,2063845711
2024-07-02,FBTC,4151142,260441718,2067996853
2024-07-03,FBTC,10625937,262505108,2078622790
2024-07-04,FBTC,20381483,277120718,2099004273
2024-07-05,FBTC,19192751,288140284,2118197024
2024-07-08,FBTC,13776739,282161018,2131973763
2024-07-09,FBTC,8313907,276016214,2140287670
2024-07-10,FBTC,21547028,289722829,2161834698
2024-07-11,FBTC,13744464,293877733,2175579162
2024-07-12,FBTC,10988891,286295887,2186568053
2024-07-15,FBTC,9822239,272177234,2196390292
2024-07-16,FBTC,7980871,267239315,2204371163
2024-07-17,FBTC,14458200,271132324,2218829363
2024-07-18,FBTC,7357387,268090966,2226186750
2024-07-19,FBTC,8715654,265692412,2234902404
2024-07-22,FBTC,9430333,261751552,2244332737
2024-07-23,FBTC,13090462,257328439,2257423199
2024-07-24,FBTC,15441547,257155773,2272864746
2024-07-25,FBTC,12499922,263421899,2285364668
2024-07-26,FBTC,15641910,271549958,2301006578
2024-07-29,FBTC,11954438,263814716,2312961016
2024-07-30,FBTC,5689330,254804635,2318650346
2024-07-31,FBTC,5982494,256635987,2324632840
2024-08-01,FBTC,4795487,250805537,2329428327
2024-08-02,FBTC,10672112,241096166,2340100439
2024-08-05,FBTC,5390401,227293816,2345490840
2024-08-06,FBTC,16686727,230203804,2362177567
2024-08-07,FBTC,14936343,236826240,2377113910
2024-08-08,FBTC,10854124,226133336,2387968034
2024-08-09,FBTC,24071904,236460776,2412039938
2024-08-12,FBTC,6121077,231592962,2418161015
2024-08-13,FBTC,20623962,242394685,2438784977
2024-08-14,FBTC,7489732,241903546,2446274709
2024-08-15,FBTC,12146929,239592275,2458421638
2024-08-16,FBTC,6920258,239155146,2465341896
2024-08-19,FBTC,11807256,242246748,2477149152
2024-08-20,FBTC,5171249,237987664,2482320401
2024-08-21,FBTC,7061688,231958890,2489382089
2024-08-22,FBTC,10925682,227443025,2500307771
2024-08-23,FBTC,12185770,227128873,2512493541
2024-08-26,FBTC,17538916,229025879,2530032457
2024-08-27,FBTC,8642384,225713825,2538674841
2024-08-28,FBTC,25566207,245590702,2564241048
2024-08-29,FBTC,10769450,250377658,2575010498
2024-08-30,FBTC,9773998,255356169,2584784496
2024-09-02,FBTC,11611782,256295839,2596396278
2024-09-03,FBTC,13744786,264650224,2610141064
2024-09-04,FBTC,12959490,260922987,2623100554
2024-09-05,FBTC,5991056,251977700,2629091610
2024-09-06,FBTC,16610709,257734285,2645702319
2024-09-09,FBTC,15336939,248999320,2661039258
2024-09-10,FBTC,15055979,257934222,2676095237
2024-09-11,FBTC,8038839,245349099,2684134076
2024-09-12,FBTC,17095765,254955132,2701229841
2024-09-13,FBTC,8649131,251457334,2709878972
2024-09-16,FBTC,13748725,258285801,2723627697
2024-09-17,FBTC,8527473,255006018,2732155170
2024-09-18,FBTC,8052299,257887068,2740207469
2024-09-19,FBTC,10412858,261238238,2750620327
2024-09-20,FBTC,4547746,254860302,2755168073
2024-09-23,FBTC,11690858,254365390,2766858931
2024-09-24,FBTC,14876469,251702943,2781735400
2024-09-25,FBTC,9134389,252194948,2790869789
2024-09-26,FBTC,15870766,242499507,2806740555
2024-09-27,FBTC,11574862,243304919,2818315417
2024-09-30,FBTC,7459393,240990314,2825774810
2024-10-01,FBTC,10530748,239909280,2836305558
2024-10-02,FBTC,7978148,234142642,2844283706
2024-10-03,FBTC,7950186,229133338,2852233892
2024-10-04,FBTC,16448945,239591227,2868682837
2024-10-07,FBTC,7447981,230428499,2876130818
2024-10-08,FBTC,8474676,223566236,2884605494
2024-10-09,FBTC,8897684,217407941,2893503178
2024-10-10,FBTC,9848726,219217828,2903351904
2024-10-11,FBTC,14505911,216627974,2917857815
2024-10-14,FBTC,15159866,223138709,2933017681
2024-10-15,FBTC,18114812,227504796,2951132493
2024-10-16,FBTC,20698434,239675757,2971830927
2024-10-17,FBTC,7920569,239544027,2979751496
2024-10-18,FBTC,9121658,238252827,2988873154
2024-10-21,FBTC,18849169,252554250,3007722323
2024-10-22,FBTC,16027385,256890777,3023749708
2024-10-23,FBTC,22516981,264531289,3046266689
2024-10-24,FBTC,14316848,269713748,3060583537
2024-10-25,FBTC,6077964,259920946,3066661501
2024-10-28,FBTC,6773856,255119940,3073435357
2024-10-29,FBTC,12193038,259853585,3085628395
2024-10-30,FBTC,8587290,257910127,3094215685
2024-10-31,FBTC,16841090,266773069,3111056775
2024-11-01,FBTC,24872191,283695074,3135928966
2024-11-05,FBTC,15299826,282545955,3151228792
2024-11-06,FBTC,10320152,285418126,3161548944
2024-11-07,FBTC,13273382,290216832,3174822326
2024-11-08,FBTC,12973423,294292571,3187795749
2024-11-09,FBTC,10332687,294776532,3198128436
2024-11-12,FBTC,18510848,298781469,3216639284
2024-11-13,FBTC,14726024,298347627,3231365308
2024-11-14,FBTC,18214135,298446950,3249579443
2024-11-15,FBTC,17903747,295652263,3267483190
2024-11-16,FBTC,18848506,306580200,3286331696
2024-11-19,FBTC,6504567,303963109,3292836263
2024-11-20,FBTC,8925752,294039692,3301762015
2024-11-21,FBTC,6101731,284114038,3307863746
2024-11-22,FBTC,22638667,284235724,3330502413
2024-11-23,FBTC,13375255,283294131,3343877668
2024-11-26,FBTC,19925967,297142134,3363803635
2024-11-27,FBTC,9434584,299802862,3373238219
2024-11-28,FBTC,13133127,300742951,3386371346
2024-11-29,FBTC,12273710,304429371,3398645056
2024-11-30,FBTC,14722101,302310382,3413367157
2024-12-03,FBTC,13552580,290990771,3426919737
2024-12-04,FBTC,12147097,287838042,3439066834
2024-12-05,FBTC,18114196,295632086,3457181030
2024-12-06,FBTC,9653247,292011951,3466834277
2024-12-07,FBTC,18171410,297209938,3485005687
2024-12-10,FBTC,9035787,295913038,3494041474
2024-12-11,FBTC,9941228,287343418,3503982702
2024-12-12,FBTC,6478019,279095413,3510460721
2024-12-13,FBTC,5246822,266128100,3515707543
2024-12-14,FBTC,14924409,263148762,3530631952
2024-12-17,FBTC,5815645,250115901,3536447597
2024-12-18,FBTC,11508022,255119356,3547955619
2024-12-19,FBTC,13851396,260045000,3561807015
2024-12-20,FBTC,8511106,262454375,3570318121
2024-12-21,FBTC,13412080,253227788,3583730201
2024-12-24,FBTC,9446581,249299114,3593176782
2024-12-25,FBTC,18683791,248056938,3611860573
2024-12-26,FBTC,6100957,244723311,3617961530
2024-12-27,FBTC,14247121,245837305,3632208651
2024-12-28,FBTC,6469646,240033241,3638678297
2024-12-31,FBTC,11721990,237033130,3650400287
2025-01-01,FBTC,6388459,229869009,3656788746
2025-01-02,FBTC,20776031,238497943,3677564777
2025-01-03,FBTC,7321873,227705620,3684886650
2025-01-04,FBTC,10718203,228770576,3695604853
2025-01-07,FBTC,23823131,234422297,3719427984
2025-01-08,FBTC,9953697,235340207,3729381681
2025-01-09,FBTC,13101452,238500431,3742483133
2025-01-10,FBTC,17646648,249669060,3760129781
2025-01-11,FBTC,17609309,262031547,3777739090
2025-01-14,FBTC,15878314,262985452,3793617404
2025-01-15,FBTC,10864974,268034781,3804482378
2025-01-16,FBTC,9615149,266141908,3814097527
2025-01-17,FBTC,12523044,264813556,3826620571
2025-01-18,FBTC,10131612,266434062,3836752183
2025-01-21,FBTC,6144121,259166103,3842896304
2025-01-22,FBTC,12334192,262053714,3855230496
2025-01-23,FBTC,17219844,260589767,3872450340
2025-01-24,FBTC,9166385,263655195,3881616725
2025-01-25,FBTC,8811305,258219379,3890428030
2025-01-28,FBTC,9783349,261533082,3900211379
2025-01-29,FBTC,4760590,254571682,3904971969
2025-01-30,FBTC,14972621,263155844,3919944590
2025-01-31,FBTC,13598218,255978031,3933542808
2025-02-01,FBTC,8405698,257061856,3941948506
2025-02-04,FBTC,15995269,262338922,3957943775
2025-02-05,FBTC,11194400,249710191,3969138175
2025-02-06,FBTC,7331098,247087592,3976469273
2025-02-07,FBTC,15108869,249095009,3991578142
2025-02-08,FBTC,11824577,243272938,4003402719
2025-02-11,FBTC,10617940,236281569,4014020659
2025-02-12,FBTC,7061994,227465249,4021082653
2025-02-13,FBTC,5399583,221999858,4026482236
2025-02-14,FBTC,4344765,216729474,4030827001
2025-02-15,FBTC,14107424,218313854,4044934425
2025-02-18,FBTC,7377283,215559525,4052311708
2025-02-19,FBTC,20966210,230381614,4073277918
2025-02-20,FBTC,12453514,230500936,4085731432
2025-02-21,FBTC,16245927,229527019,4101977359
2025-02-22,FBTC,19704596,240065230,4121681955
2025-02-25,FBTC,12339496,243593421,4134021451
2025-02-26,FBTC,19531642,253341714,4153553093
2025-02-27,FBTC,12129278,260710402,4165682371
2025-02-28,FBTC,13561913,259299694,4179244284
2025-03-01,FBTC,4721926,250423402,4183966210
2025-03-04,FBTC,8003322,250021026,4191969532
2025-03-05,FBTC,4735833,238761590,4196705365
2025-03-06,FBTC,9967296,237534486,4206672661
2025-03-07,FBTC,13690024,243893412,4220362685
2025-03-08,FBTC,7105938,235890481,4227468623
2025-03-10,FBTC,13047893,237113797,4240516516
2025-03-11,FBTC,8188563,234684420,4248705079
2025-03-12,FBTC,21637457,249259883,4270342536
2025-03-13,FBTC,14984421,258844721,4285326957
2025-03-14,FBTC,20606337,275106293,4305933294
2025-03-17,FBTC,18360642,279359511,4324293936
2025-03-18,FBTC,17965808,289948036,4342259744
2025-03-19,FBTC,13788830,282770656,4356048574
2025-03-20,FBTC,12607495,282924637,4368656069
2025-03-21,FBTC,19201103,285879813,4387857172
2025-03-24,FBTC,19048500,285223717,4406905672
2025-03-25,FBTC,19179129,292063350,4426084801
2025-03-26,FBTC,6735293,279267001,4432820094
2025-03-27,FBTC,14840987,281978710,4447661081
2025-03-28,FBTC,12923119,281339916,4460584200
2025-03-31,FBTC,23322921,299940911,4483907121
2025-04-01,FBTC,23141886,315079475,4507049007
2025-04-02,FBTC,15363786,325707428,4522412793
2025-04-03,FBTC,15838682,331578814,4538251475
2025-04-04,FBTC,10272830,328161620,4548524305
2025-04-07,FBTC,11436673,332492355,4559960978
2025-04-08,FBTC,13712223,333156685,4573673201
2025-04-09,FBTC,11286818,336254940,4584960019
2025-04-10,FBTC,6786222,321403705,4591746241
2025-04-11,FBTC,14558134,320977418,4606304375
2025-04-14,FBTC,12715354,313086435,4619019729
2025-04-15,FBTC,12488342,307214135,4631508071
2025-04-16,FBTC,11325102,300573429,4642833173
2025-04-17,FBTC,13300947,300085546,4656134120
2025-04-18,FBTC,16339089,303817140,4672473209
2025-04-21,FBTC,12492884,297108921,4684966093
2025-04-22,FBTC,20322737,298383158,4705288830
2025-04-23,FBTC,11174159,290378188,4716462989
2025-04-24,FBTC,6972229,290615124,4723435218
2025-04-25,FBTC,11738657,287512794,4735173875
2025-04-28,FBTC,11107158,285696833,4746281033
2025-04-29,FBTC,10720261,273094173,4757001294
2025-04-30,FBTC,4716350,254668637,4761717644
2025-05-01,FBTC,8130027,247434878,4769847671
2025-05-02,FBTC,5187594,236783790,4775035265
2025-05-05,FBTC,15556044,242067004,4790591309
2025-05-06,FBTC,18276033,248906364,4808867342
2025-05-07,FBTC,12674252,247868393,4821541594
2025-05-08,FBTC,11016725,247598300,4832558319
2025-05-09,FBTC,11187882,251999960,4843746201
2025-05-12,FBTC,9411371,246853197,4853157572
2025-05-13,FBTC,17115012,251252855,4870272584
2025-05-14,FBTC,11675453,250439966,4881948037
2025-05-15,FBTC,14686025,253800889,4896634062
2025-05-16,FBTC,21293960,261793902,4917928022
2025-05-19,FBTC,18903736,264358549,4936831758
2025-05-20,FBTC,12192733,264058398,4949024491
2025-05-21,FBTC,20416913,264152574,4969441404
2025-05-22,FBTC,18735797,271714212,4988177201
2025-05-23,FBTC,12028463,276770446,5000205664
2025-05-26,FBTC,15115226,280147015,5015320890
2025-05-27,FBTC,14918254,283958111,5030239144
2025-05-28,FBTC,16019680,289257530,5046258824
2025-05-29,FBTC,24677296,309218476,5070936120
2025-05-30,FBTC,12313290,313401739,5083249410
2025-06-02,FBTC,8696575,316910720,5091945985
2025-06-03,FBTC,17041776,318396452,5108987761
2025-06-04,FBTC,7843272,307963691,5116831033
2025-06-05,FBTC,16503384,311792823,5133334417
2025-06-06,FBTC,19874601,320650699,5153209018
2025-06-09,FBTC,4869858,314332675,5158078876
2025-06-10,FBTC,9766214,314687518,5167845090
2025-06-11,FBTC,18585055,316157561,5186430145
2025-06-12,FBTC,6716722,311198830,5193146867
2025-06-13,FBTC,5791554,302304359,5198938421
2025-06-16,FBTC,16595641,297606040,5215534062
2025-06-17,FBTC,15583547,294285851,5231117609
2025-06-18,FBTC,6171236,288264354,5237288845
2025-06-19,FBTC,22111715,289959156,5259400560
2025-06-20,FBTC,16196117,287419476,5275596677
2025-06-23,FBTC,9403082,284794095,5284999759
2025-06-24,FBTC,12636010,282314879,5297635769
2025-06-25,FBTC,10837238,278233863,5308473007
2025-06-26,FBTC,19916107,282130290,5328389114
2025-06-27,FBTC,12584514,270037508,5340973628
2025-06-30,FBTC,18286656,276010874,5359260284
2025-07-01,FBTC,7804525,275118824,5367064809
2025-07-02,FBTC,15533999,273611047,5382598808
2025-07-03,FBTC,12528801,278296576,5395127609
2025-07-04,FBTC,21451347,283244539,5416578956
2025-07-07,FBTC,18356318,281726256,5434935274
2025-07-08,FBTC,6115607,282972005,5441050881
2025-07-09,FBTC,8405891,281611682,5449456772
2025-07-10,FBTC,11891296,274917923,5461348068
2025-07-11,FBTC,11406781,279607982,5472754849
2025-07-14,FBTC,15752282,289568710,5488507131
2025-07-15,FBTC,13844636,286817705,5502351767
2025-07-16,FBTC,8741553,279975711,5511093320
2025-07-17,FBTC,4433404,278237879,5515526724
2025-07-18,FBTC,14362686,270488850,5529889410
2025-07-21,FBTC,8088164,262380897,5537977574
2025-07-22,FBTC,16220095,269197910,5554197669
2025-07-23,FBTC,22970500,279532400,5577168169
2025-07-24,FBTC,8747287,277442449,5585915456
2025-07-25,FBTC,9194100,266720442,5595109556
2025-07-28,FBTC,5022796,259158724,5600132352
2025-07-29,FBTC,13611077,254483145,5613743429
2025-07-30,FBTC,9117497,255796117,5622860926
2025-07-31,FBTC,8534393,248796511,5631395319
2025-08-01,FBTC,13675770,249943480,5645071089
2025-08-04,FBTC,20584441,249076574,5665655530
2025-08-05,FBTC,11747946,242468202,5677403476
2025-08-06,FBTC,23000445,259353040,5700403921
2025-08-07,FBTC,18374635,269321784,5718778556
2025-08-08,FBTC,11688236,269118724,5730466792
2025-08-11,FBTC,11531523,269243466,5741998315
2025-08-12,FBTC,21412683,274903867,5763410998
2025-08-13,FBTC,14010356,275069587,5777421354
2025-08-14,FBTC,8415534,274743568,5785836888
2025-08-15,FBTC,12222486,282532650,5798059374
2025-08-18,FBTC,16249479,284419443,5814308853
2025-08-19,FBTC,8684795,285016074,5822993648
2025-08-20,FBTC,11304449,280100428,5834298097
2025-08-21,FBTC,17287905,274417833,5851586002
2025-08-22,FBTC,6538312,272208858,5858124314
2025-08-25,FBTC,9561984,272576742,5867686298
2025-08-26,FBTC,4516539,272070485,5872202837
2025-08-27,FBTC,9705979,268165387,5881908816
2025-08-28,FBTC,13024608,272072498,5894933424
2025-08-29,FBTC,8657553,272195658,5903590977
2025-09-01,FBTC,4757371,263277259,5908348348
2025-09-02,FBTC,12675948,255368766,5921024296
2025-09-03,FBTC,11561102,255181922,5932585398
2025-09-04,FBTC,4861978,237043455,5937447376
2025-09-05,FBTC,5423605,224092425,5942870981
2025-09-08,FBTC,11520167,223924356,5954391148
2025-09-09,FBTC,13324495,225717328,5967715643
2025-09-10,FBTC,21823428,226128073,5989539071
2025-09-11,FBTC,11843105,223960822,6001382176
2025-09-12,FBTC,7074759,222620047,6008456935
2025-09-15,FBTC,15442728,225840289,6023899663
2025-09-16,FBTC,16540141,226130951,6040439804
2025-09-17,FBTC,5289353,222735509,6045729157
2025-09-18,FBTC,11082510,222513570,6056811667
2025-09-19,FBTC,11416358,216642023,6068228025
2025-09-22,FBTC,11975960,222079671,6080203985
2025-09-23,FBTC,20507155,233024842,6100711140
2025-09-24,FBTC,12201060,240709363,6112912200
2025-09-25,FBTC,9485720,240489104,6122397920
2024-01-11,BITB,16815346,0,16815346
2024-01-12,BITB,6615511,0,23430857
2024-01-13,BITB,20765238,0,44196095
2024-01-16,BITB,21995052,0,66191147
2024-01-17,BITB,18994414,0,85185561
2024-01-18,BITB,25237579,0,110423140
2024-01-19,BITB,11082827,0,121505967
2024-01-20,BITB,11245733,0,132751700
2024-01-23,BITB,6087748,0,138839448
2024-01-24,BITB,12677658,0,151517106
2024-01-25,BITB,12909040,0,164426146
2024-01-26,BITB,15397164,0,179823310
2024-01-27,BITB,15683698,0,195507008
2024-01-30,BITB,5962243,0,201469251
2024-01-31,BITB,13750084,0,215219335
2024-02-01,BITB,15352249,0,230571584
2024-02-02,BITB,16299827,0,246871411
2024-02-03,BITB,24711324,0,271582735
2024-02-06,BITB,19942835,0,291525570
2024-02-07,BITB,10790673,0,302316243
2024-02-08,BITB,13559183,315875426,315875426
2024-02-09,BITB,6963968,306024048,322839394
2024-02-10,BITB,17040027,316448564,339879421
2024-02-13,BITB,12816027,308499353,352695448
2024-02-14,BITB,8808804,295313105,361504252
2024-02-15,BITB,16738656,293057347,378242908
2024-02-16,BITB,13295432,281115200,391538340
2024-02-17,BITB,5856495,275888868,397394835
2024-02-20,BITB,11575854,276218989,408970689
2024-02-21,BITB,19353544,289484785,428324233
2024-02-22,BITB,10233799,287040926,438558032
2024-02-23,BITB,13904265,288036151,452462297
2024-02-24,BITB,12086028,284725015,464548325
2024-02-27,BITB,13351910,282393227,477900235
2024-02-28,BITB,15467324,291898308,493367559
2024-02-29,BITB,6778973,284927197,500146532
2024-03-01,BITB,13883827,283458775,514030359
2024-03-02,BITB,15731745,282890693,529762104
2024-03-05,BITB,10570770,268750139,540332874
2024-03-06,BITB,7023686,255830990,547356560
2024-03-07,BITB,4450858,249491175,551807418
2024-03-08,BITB,9422065,245354057,561229483
2024-03-09,BITB,17684551,256074640,578914034
2024-03-11,BITB,9514403,248549016,588428437
2024-03-12,BITB,14245499,249978488,602673936
2024-03-13,BITB,12270052,253439736,614943988
2024-03-14,BITB,12545718,249246798,627489706
2024-03-15,BITB,10143843,246095209,637633549
2024-03-18,BITB,4821304,245060018,642454853
2024-03-19,BITB,12187284,245671448,654642137
2024-03-20,BITB,8168988,234486892,662811125
2024-03-21,BITB,8705588,232958681,671516713
2024-03-22,BITB,6716391,225770807,678233104
2024-03-25,BITB,10961668,224646447,689194772
2024-03-26,BITB,8194332,219488869,697389104
2024-03-27,BITB,8354407,212375952,705743511
2024-03-28,BITB,11337377,216934356,717080888
2024-03-29,BITB,6030356,209080885,723111244
2024-04-01,BITB,10486719,203835859,733597963
2024-04-02,BITB,6649549,199914638,740247512
2024-04-03,BITB,14930230,207821182,755177742
2024-04-04,BITB,12123437,215493761,767301179
2024-04-05,BITB,11226381,217298077,778527560
2024-04-08,BITB,7835605,207449131,786363165
2024-04-09,BITB,9349967,207284695,795713132
2024-04-10,BITB,10693654,203732850,806406786
2024-04-11,BITB,14465287,205928085,820872073
2024-04-12,BITB,7346392,200728759,828218465
2024-04-15,BITB,12418648,203003564,840637113
2024-04-16,BITB,12721997,210904257,853359110
2024-04-17,BITB,9061428,207778401,862420538
2024-04-18,BITB,6383527,205992940,868804065
2024-04-19,BITB,9371371,206658723,878175436
2024-04-22,BITB,5604002,205546334,883779438
2024-04-23,BITB,5266331,199850997,889045769
2024-04-24,BITB,2829492,194486157,891875261
2024-04-25,BITB,4006661,190138411,895881922
2024-04-26,BITB,7674892,186475926,903556814
2024-04-29,BITB,8370963,188816533,911927777
2024-04-30,BITB,4237420,182567234,916165197
2024-05-01,BITB,6903442,182821127,923068639
2024-05-02,BITB,10960242,178851139,934028881
2024-05-03,BITB,5609775,172337477,939638656
2024-05-06,BITB,5124244,166235340,944762900
2024-05-07,BITB,6622171,165021906,951385071
2024-05-08,BITB,8540742,164212681,959925813
2024-05-09,BITB,8008875,161527902,967934688
2024-05-10,BITB,6675509,153738124,974610197
2024-05-13,BITB,3062385,149454117,977672582
2024-05-14,BITB,12416754,149452223,990089336
2024-05-15,BITB,14000126,150730352,1004089462
2024-05-16,BITB,3609208,145278132,1007698670
2024-05-17,BITB,10855074,149749679,1018553744
2024-05-20,BITB,12787393,153165701,1031341137
2024-05-21,BITB,10603823,158165522,1041944960
2024-05-22,BITB,5020857,157920048,1046965817
2024-05-23,BITB,3230086,158320642,1050195903
2024-05-24,BITB,7265461,161579442,1057461364
2024-05-27,BITB,4625993,158530543,1062087357
2024-05-28,BITB,6901014,157060594,1068988371
2024-05-29,BITB,14150523,166973697,1083138894
2024-05-30,BITB,5750388,165820643,1088889282
2024-05-31,BITB,5977541,160837942,1094866823
2024-06-03,BITB,4808062,160036229,1099674885
2024-06-04,BITB,8762913,163674898,1108437798
2024-06-05,BITB,5188179,162240906,1113625977
2024-06-06,BITB,6300601,160000765,1119926578
2024-06-07,BITB,8974714,160966604,1128901292
2024-06-10,BITB,8553752,162844847,1137455044
2024-06-11,BITB,8268589,168051051,1145723633
2024-06-12,BITB,8830165,164464462,1154553798
2024-06-13,BITB,3663921,154128257,1158217719
2024-06-14,BITB,6680333,157199382,1164898052
2024-06-17,BITB,4455507,150799815,1169353559
2024-06-18,BITB,12138728,150151150,1181492287
2024-06-19,BITB,3468713,143016040,1184961000
2024-06-20,BITB,10066165,148061348,1195027165
2024-06-21,BITB,6877663,151708925,1201904828
2024-06-24,BITB,5858322,150301786,1207763150
2024-06-25,BITB,9314335,154990128,1217077485
2024-06-26,BITB,8590777,156679891,1225668262
2024-06-27,BITB,6630567,149159935,1232298829
2024-06-28,BITB,8183033,151592580,1240481862
2024-07-01,BITB,2835318,148450357,1243317180
2024-07-02,BITB,8692663,152334958,1252009843
2024-07-03,BITB,4331205,147903250,1256341048
2024-07-04,BITB,6749871,149464942,1263090919
2024-07-05,BITB,8188141,151352482,1271279060
2024-07-08,BITB,3528935,145906703,1274807995
2024-07-09,BITB,5416955,142769906,1280224950
2024-07-10,BITB,12949301,147450618,1293174251
2024-07-11,BITB,3237996,141858449,1296412247
2024-07-12,BITB,7462068,145656596,1303874315
2024-07-15,BITB,11846268,150822531,1315720583
2024-07-16,BITB,9506134,155873158,1325226717
2024-07-17,BITB,7794604,151529034,1333021321
2024-07-18,BITB,7537464,155597785,1340558785
2024-07-19,BITB,3980332,149511952,1344539117
2024-07-22,BITB,6927770,149562059,1351466887
2024-07-23,BITB,5537222,149240959,1357004109
2024-07-24,BITB,5634415,145561039,1362638524
2024-07-25,BITB,8754780,145725042,1371393304
2024-07-26,BITB,4171473,143265948,1375564777
2024-07-29,BITB,5928919,141011834,1381493696
2024-07-30,BITB,4723601,142900117,1386217297
2024-07-31,BITB,8114246,142321700,1394331543
2024-08-01,BITB,10378494,148368989,1404710037
2024-08-02,BITB,7149738,148768856,1411859775
2024-08-05,BITB,2858621,143439336,1414718396
2024-08-06,BITB,4377426,144287827,1419095822
2024-08-07,BITB,5806435,144677307,1424902257
2024-08-08,BITB,3314953,135042959,1428217210
2024-08-09,BITB,11552645,143357608,1439769855
2024-08-12,BITB,3167190,139062730,1442937045
2024-08-13,BITB,9662489,136878951,1452599534
2024-08-14,BITB,3853288,131226105,1456452822
2024-08-15,BITB,7003575,130435076,1463456397
2024-08-16,BITB,9287892,132185504,1472744289
2024-08-19,BITB,12415761,140620933,1485160050
2024-08-20,BITB,7873637,141566800,1493033687
2024-08-21,BITB,4693392,140722970,1497727079
2024-08-22,BITB,4245687,139334242,1501972766
2024-08-23,BITB,5490658,136070120,1507463424
2024-08-26,BITB,8839749,140738396,1516303173
2024-08-27,BITB,5956429,140765906,1522259602
2024-08-28,BITB,6209755,142252060,1528469357
2024-08-29,BITB,10819752,144957566,1539289109
2024-08-30,BITB,2587126,137166198,1541876235
2024-09-02,BITB,12114768,142131228,1553991003
2024-09-03,BITB,12432829,151705436,1566423832
2024-09-04,BITB,6924021,154252031,1573347853
2024-09-05,BITB,8643772,157089368,1581991625
2024-09-06,BITB,4944533,158718948,1586936158
2024-09-09,BITB,6274946,153441249,1593211104
2024-09-10,BITB,2530028,152804087,1595741132
2024-09-11,BITB,3976102,147117700,1599717234
2024-09-12,BITB,7902728,151167140,1607619962
2024-09-13,BITB,10635134,154798699,1618255096
2024-09-16,BITB,7866527,153377334,1626121623
2024-09-17,BITB,6516331,147477904,1632637954
2024-09-18,BITB,5989804,145594071,1638627758
2024-09-19,BITB,6132273,147032952,1644760031
2024-09-20,BITB,9087605,151874870,1653847636
2024-09-23,BITB,11432678,157816890,1665280314
2024-09-24,BITB,12744622,161721763,1678024936
2024-09-25,BITB,6347752,162113086,1684372688
2024-09-26,BITB,9473225,165376556,1693845913
2024-09-27,BITB,11491873,166048677,1705337786
2024-09-30,BITB,5485437,168946988,1710823223
2024-10-01,BITB,9417731,166249951,1720240954
2024-10-02,BITB,8345555,162162677,1728586509
2024-10-03,BITB,6328231,161566887,1734914740
2024-10-04,BITB,2618140,155541255,1737532880
2024-10-07,BITB,5648288,156245010,1743181168
2024-10-08,BITB,4982527,154952591,1748163695
2024-10-09,BITB,4162922,156585485,1752326617
2024-10-10,BITB,6615488,159224871,1758942105
2024-10-11,BITB,4861997,156184140,1763804102
2024-10-14,BITB,3864290,149413296,1767668392
2024-10-15,BITB,8510178,150056947,1776178570
2024-10-16,BITB,6751272,150291888,1782929842
2024-10-17,BITB,4569027,148871111,1787498869
2024-10-18,BITB,3192077,145930915,1790690946
2024-10-21,BITB,7657890,144501200,1798348836
2024-10-22,BITB,14025864,147094386,1812374700
2024-10-23,BITB,11593250,145943014,1823967950
2024-10-24,BITB,7416735,147011997,1831384685
2024-10-25,BITB,4248174,141786946,1835632859
2024-10-28,BITB,8021353,138316426,1843654212
2024-10-29,BITB,13753132,146584121,1857407344
2024-10-30,BITB,6358992,143525382,1863766336
2024-10-31,BITB,9304645,144484472,1873070981
2024-11-01,BITB,6085580,144241821,1879156561
2024-11-05,BITB,7916055,149539736,1887072616
2024-11-06,BITB,3863608,147755056,1890936224
2024-11-07,BITB,6249912,149022441,1897186136
2024-11-08,BITB,3862786,148722305,1901048922
2024-11-09,BITB,9941108,152047925,1910990030
2024-11-12,BITB,3142201,150328129,1914132231
2024-11-13,BITB,3060437,149524276,1917192668
2024-11-14,BITB,6331383,147345481,1923524051
2024-11-15,BITB,3630902,144225111,1927154953
2024-11-16,BITB,7293693,146949777,1934448646
2024-11-19,BITB,7920207,151677907,1942368853
2024-11-20,BITB,8790753,152810770,1951159606
2024-11-21,BITB,10692492,149477398,1961852098
2024-11-22,BITB,3482130,141366278,1965334228
2024-11-23,BITB,10223524,144173067,1975557752
2024-11-26,BITB,8100945,148025838,1983658697
2024-11-27,BITB,11296581,151301066,1994955278
2024-11-28,BITB,12915988,150463922,2007871266
2024-11-29,BITB,3973380,148078310,2011844646
2024-11-30,BITB,14322680,153096345,2026167326
2024-12-03,BITB,5740121,152750886,2031907447
2024-12-04,BITB,7926919,152761750,2039834366
2024-12-05,BITB,14627834,163525976,2054462200
2024-12-06,BITB,4991303,162267367,2059453503
2024-12-07,BITB,2600957,161005538,2062054460
2024-12-10,BITB,6004173,157068603,2068058633
2024-12-11,BITB,8744582,162670984,2076803215
2024-12-12,BITB,7548558,167159105,2084351773
2024-12-13,BITB,9422652,170250374,2093774425
