date,score,band,price_usd
2025-07-05,48,Moderate Buying,108246.65
2025-07-06,49,Moderate Buying,109217.98
2025-07-07,52,Hold & Wait,108269.84
2025-07-08,50,Hold & Wait,108958.04
2025-07-09,53,Hold & Wait,111282.85
2025-07-10,63,Hold & Wait,116031.30
2025-07-11,71,Reduce Risk,117582.16
2025-07-12,60,Hold & Wait,117472.65
2025-07-13,66,Reduce Risk,119130.81
2025-07-14,70,Reduce Risk,119863.71
2025-07-15,61,Hold & Wait,117781.64
2025-07-16,64,Hold & Wait,118681.68
2025-07-17,69,Reduce Risk,119273.69
2025-07-18,60,Hold & Wait,118023.05
2025-07-19,61,Hold & Wait,117914.17
2025-07-20,63,Hold & Wait,117312.70
2025-07-21,57,Hold & Wait,117428.79
2025-07-22,63,Hold & Wait,120026.42
2025-07-23,66,Reduce Risk,118810.44
2025-07-24,64,Hold & Wait,118397.04
2025-07-25,59,Hold & Wait,117633.27
2025-07-26,62,Hold & Wait,117969.63
2025-07-27,66,Reduce Risk,119465.52
2025-07-28,57,Hold & Wait,118070.59
2025-07-29,59,Hold & Wait,117933.39
2025-07-30,61,Hold & Wait,117830.15
2025-07-31,61,Hold & Wait,115761.13
2025-08-01,66,Reduce Risk,113248.73
2025-08-02,69,Reduce Risk,112542.74
2025-08-03,61,Hold & Wait,114215.73
2025-08-04,63,Hold & Wait,115051.85
2025-08-05,64,Hold & Wait,114112.95
2025-08-06,61,Hold & Wait,115028.83
2025-08-07,60,Hold & Wait,117515.49
2025-08-08,59,Hold & Wait,116683.79
2025-08-09,59,Hold & Wait,116492.51
2025-08-10,63,Hold & Wait,119309.37
2025-08-11,61,Hold & Wait,118701.84
2025-08-12,59,Hold & Wait,120113.18
2025-08-13,59,Hold & Wait,123365.63
2025-08-14,48,Moderate Buying,118389.79
2025-08-15,50,Hold & Wait,117436.96
2025-08-16,48,Moderate Buying,117455.68
2025-08-17,48,Moderate Buying,117488.60
2025-08-18,48,Moderate Buying,116286.76
2025-08-19,48,Moderate Buying,112856.19
2025-08-20,41,Moderate Buying,114276.00
2025-08-21,44,Moderate Buying,112480.30
2025-08-22,32,Regular DCA Buying,116908.68
2025-08-23,35,Regular DCA Buying,115383.87
2025-08-24,39,Moderate Buying,113478.00
2025-08-25,51,Hold & Wait,110127.74
2025-08-26,52,Hold & Wait,111788.01
2025-08-27,57,Hold & Wait,111253.21
2025-08-28,51,Hold & Wait,112574.85
2025-08-29,62,Hold & Wait,108378.32
2025-08-30,61,Hold & Wait,108827.93
2025-08-31,62,Hold & Wait,108247.95
2025-09-01,63,Hold & Wait,109240.55
2025-09-02,57,Hold & Wait,111247.94
2025-09-03,54,Hold & Wait,111756.41
2025-09-04,66,Reduce Risk,110720.79
2025-09-05,68,Reduce Risk,110670.02
2025-09-06,68,Reduce Risk,110212.60
2025-09-07,64,Hold & Wait,111129.61
2025-09-08,65,Hold & Wait,112072.57
2025-09-09,63,Hold & Wait,111549.32
2025-09-10,61,Hold & Wait,113983.97
2025-09-11,56,Hold & Wait,115540.00
2025-09-12,52,Hold & Wait,116106.03
2025-09-13,50,Hold & Wait,115968.35
2025-09-14,52,Hold & Wait,115314.13
2025-09-15,52,Hold & Wait,115309.35
2025-09-16,54,Hold & Wait,115104.12
2025-09-17,54,Hold & Wait,116377.99
2025-09-18,53,Hold & Wait,117293.80
2025-09-19,54,Hold & Wait,116478.28
2025-09-20,53,Hold & Wait,115903.33
2025-09-21,52,Hold & Wait,115673.46
2025-09-22,61,Hold & Wait,112905.38
2025-09-23,59,Hold & Wait,112807.46
2025-09-24,59,Hold & Wait,113116.01
2025-09-25,58,Hold & Wait,113236.20
2025-09-26,85,High Risk,109108.44
2025-09-27,75,Increase Selling,109366.69
2025-09-28,77,Increase Selling,109371.61
2025-09-29,56,Begin Scaling Out,112062.60
2025-09-30,56,Hold & Wait,114596.23
2025-10-01,57,Hold & Wait,116457.11
2025-10-02,55,Hold & Wait,118991.46
2025-10-03,54,Hold & Wait,120269.42
2025-10-04,53,Hold & Wait,121783.88
2025-10-05,65,Reduce Risk,122360.57
2025-10-06,61,Hold & Wait,123944.69
2025-10-29,57,Hold & Wait,111847.66
2025-10-30,55,Hold & Wait,109967.66
2025-10-31,56,Hold & Wait,109618.20
2025-11-01,58,Hold & Wait,110119.99
2025-11-02,58,Hold & Wait,110705.99
2025-11-03,58,Hold & Wait,107675.72
2025-11-04,57,Hold & Wait,104337.43
2025-11-05,55,Hold & Wait,101543.83
2025-11-06,56,Hold & Wait,103147.77
2025-11-07,59,Hold & Wait,99992.96
2025-11-08,58,Hold & Wait,102540.42
2025-11-09,60,Hold & Wait,102150.31
2025-11-10,58,Hold & Wait,106020.78
2025-11-11,62,Hold & Wait,105307.19
2025-11-12,58,Hold & Wait,105081.47
2025-11-13,56,Hold & Wait,102889.95
2025-11-14,56,Hold & Wait,96365.84
2025-11-15,57,Hold & Wait,95665.21
2025-11-16,59,Hold & Wait,95900.00
2025-11-17,56,Hold & Wait,95628.76
2025-11-18,55,Hold & Wait,91378.37
2025-11-19,56,Hold & Wait,91654.31
2025-11-20,55,Hold & Wait,91687.13
2025-11-21,52,Hold & Wait,82931.80
2025-11-22,53,Hold & Wait,83923.94
2025-11-23,53,Hold & Wait,85930.30
2025-11-24,54,Hold & Wait,86042.17
2025-11-25,55,Hold & Wait,87290.00
2025-11-26,53,Hold & Wait,86902.27
2025-11-27,53,Hold & Wait,91405.86
2025-11-28,57,Hold & Wait,91161.98
2025-11-29,53,Hold & Wait,90590.39
2025-11-30,53,Hold & Wait,91280.29
2025-12-01,52,Hold & Wait,86426.99
2025-12-02,49,High Risk,87173.34
2025-12-03,55,Hold & Wait,92998.72
2025-12-04,52,Hold & Wait,93162.74
2025-12-05,49,High Risk,91465.21
